feature_name,importance,feature_index,importance_rank,importance_percent,cumulative_percent
step_14_个股_流通市值,6,228,250,0.1144,87.9365
step_27_行业_成交量,6,441,251,0.1144,88.0509
step_14_行业_涨跌幅,6,231,252,0.1144,88.1653
step_14_指数_上证指数,6,232,253,0.1144,88.2797
step_22_行业_涨跌幅,6,357,254,0.1144,88.3941
step_22_指数_中证500,6,362,255,0.1144,88.5085
step_22_情绪_sentiment_1,6,364,256,0.1144,88.6229
step_09_行业_成交量,6,147,257,0.1144,88.7373
step_03_个股_成交额,6,50,258,0.1144,88.8517
step_08_情绪_sentiment_0,6,138,259,0.1144,88.9661
step_08_个股_流通市值,6,130,260,0.1144,89.0805
step_02_个股_流通市值,6,38,261,0.1144,89.1949
step_04_情绪_sentiment_0,5,76,262,0.0953,89.2902
step_24_个股_流通市值,5,386,263,0.0953,89.3855
MA10_最高价,5,494,264,0.0953,89.4808
step_20_情绪_sentiment_0,5,332,265,0.0953,89.5761
step_05_行业_涨跌幅,5,86,266,0.0953,89.6714
step_10_指数_沪深300,5,169,267,0.0953,89.7667
step_19_个股_流通市值,5,309,268,0.0953,89.862
step_07_行业_成交量,5,118,269,0.0953,89.9573
step_10_指数_深证成指,5,170,270,0.0953,90.0526
step_25_指数_沪深300,5,408,271,0.0953,90.1479
step_27_行业_涨跌幅,5,442,272,0.0953,90.2432
step_25_个股_流通市值,5,401,273,0.0953,90.3385
step_23_个股_最高价,5,365,274,0.0953,90.4338
step_23_情绪_sentiment_1,5,379,275,0.0953,90.5291
step_17_指数_上证指数,5,284,276,0.0953,90.6244
step_09_个股_流通市值,5,146,277,0.0953,90.7197
step_16_指数_深证成指,5,269,278,0.0953,90.815
step_26_个股_收盘价,5,413,279,0.0953,90.9103
step_09_指数_上证指数,5,149,280,0.0953,91.0056
step_26_个股_流通市值,5,419,281,0.0953,91.1009
step_09_情绪_sentiment_0,5,154,282,0.0953,91.1962
step_28_个股_流通市值,5,454,283,0.0953,91.2915
step_03_行业_成交量,5,54,284,0.0953,91.3868
step_27_个股_流通市值,5,437,285,0.0953,91.4821
step_26_情绪_sentiment_1,5,428,286,0.0953,91.5774
step_14_个股_成交量,5,223,287,0.0953,91.6727
step_29_个股_最高价,5,463,288,0.0953,91.768
step_25_情绪_sentiment_0,4,411,289,0.0762,91.8442
step_13_指数_深证成指,4,218,290,0.0762,91.9204
step_27_个股_收盘价,4,430,291,0.0762,91.9966
step_11_情绪_sentiment_1,4,187,292,0.0762,92.0728
step_15_情绪_sentiment_0,4,252,293,0.0762,92.149
step_23_指数_上证指数,4,375,294,0.0762,92.2252
step_22_指数_上证指数,4,358,295,0.0762,92.3014
step_20_行业_成交量,4,326,296,0.0762,92.3776
step_16_个股_收盘价,4,255,297,0.0762,92.4538
step_02_指数_创业板指,4,44,298,0.0762,92.53
step_05_行业_成交量,4,85,299,0.0762,92.6062
step_02_指数_沪深300,4,43,300,0.0762,92.6824
RSI_最低价,4,498,301,0.0762,92.7586
step_02_指数_上证指数,4,42,302,0.0762,92.8348
step_00_行业_开盘价,4,7,303,0.0762,92.911
step_21_个股_流通市值,4,339,304,0.0762,92.9872
step_28_行业_涨跌幅,4,456,305,0.0762,93.0634
step_26_指数_中证500,4,426,306,0.0762,93.1396
step_08_指数_沪深300,4,135,307,0.0762,93.2158
step_10_行业_涨跌幅,4,167,308,0.0762,93.292
step_25_行业_成交量,4,405,309,0.0762,93.3682
step_16_情绪_sentiment_0,4,272,310,0.0762,93.4444
step_16_指数_创业板指,4,270,311,0.0762,93.5206
step_29_个股_流通市值,4,469,312,0.0762,93.5968
step_10_个股_收盘价,4,157,313,0.0762,93.673
step_18_行业_成交量,4,296,314,0.0762,93.7492
step_27_情绪_sentiment_1,4,447,315,0.0762,93.8254
step_29_个股_收盘价,4,462,316,0.0762,93.9016
step_28_指数_深证成指,4,458,317,0.0762,93.9778
step_04_指数_深证成指,3,74,318,0.0572,94.035
step_01_指数_创业板指,3,30,319,0.0572,94.0922
step_21_情绪_sentiment_1,3,347,320,0.0572,94.1494
step_25_指数_上证指数,3,407,321,0.0572,94.2066
step_25_情绪_sentiment_1,3,412,322,0.0572,94.2638
step_01_指数_沪深300,3,28,323,0.0572,94.321
step_05_指数_沪深300,3,88,324,0.0572,94.3782
step_03_指数_沪深300,3,57,325,0.0572,94.4354
MA20_最高价,3,495,326,0.0572,94.4926
step_04_个股_收盘价,3,62,327,0.0572,94.5498
step_26_指数_上证指数,3,423,328,0.0572,94.607
step_22_个股_流通市值,3,353,329,0.0572,94.6642
step_23_个股_流通市值,3,371,330,0.0572,94.7214
step_29_行业_成交量,3,472,331,0.0572,94.7786
step_23_指数_创业板指,3,376,332,0.0572,94.8358
step_29_指数_沪深300,3,475,333,0.0572,94.893
step_03_个股_流通市值,3,53,334,0.0572,94.9502
step_04_指数_沪深300,3,73,335,0.0572,95.0074
step_27_个股_最高价,3,431,336,0.0572,95.0646
step_05_个股_流通市值,3,84,337,0.0572,95.1218
step_24_指数_创业板指,3,392,338,0.0572,95.179
step_05_个股_收盘价,3,78,339,0.0572,95.2362
Momentum10D_收盘价,3,492,340,0.0572,95.2934
step_00_指数_沪深300,3,12,341,0.0572,95.3506
step_24_行业_最低价,3,388,342,0.0572,95.4078
step_02_行业_成交量,3,40,343,0.0572,95.465
step_05_情绪_sentiment_0,3,90,344,0.0572,95.5222
step_07_指数_深证成指,3,122,345,0.0572,95.5794
step_16_指数_上证指数,3,267,346,0.0572,95.6366
step_14_指数_深证成指,3,234,347,0.0572,95.6938
step_13_行业_涨跌幅,3,216,348,0.0572,95.751
step_17_个股_流通市值,3,281,349,0.0572,95.8082
step_14_情绪_sentiment_0,3,235,350,0.0572,95.8654
step_15_个股_开盘价,3,237,351,0.0572,95.9226
step_09_情绪_sentiment_1,3,155,352,0.0572,95.9798
step_10_个股_开盘价,3,156,353,0.0572,96.037
step_06_个股_流通市值,3,100,354,0.0572,96.0942
step_15_个股_流通市值,3,243,355,0.0572,96.1514
step_15_行业_最高价,3,244,356,0.0572,96.2086
step_08_指数_中证500,3,137,357,0.0572,96.2658
step_15_指数_中证500,3,251,358,0.0572,96.323
step_16_行业_成交量,3,265,359,0.0572,96.3802
step_12_行业_最高价,3,196,360,0.0572,96.4374
step_10_行业_收盘价,3,165,361,0.0572,96.4946
step_18_个股_流通市值,3,293,362,0.0572,96.5518
step_17_情绪_sentiment_0,3,287,363,0.0572,96.609
step_11_行业_成交量,3,181,364,0.0572,96.6662
step_11_指数_上证指数,3,183,365,0.0572,96.7234
step_07_个股_流通市值,3,116,366,0.0572,96.7806
step_11_指数_深证成指,3,184,367,0.0572,96.8378
step_20_指数_沪深300,3,329,368,0.0572,96.895
step_09_指数_深证成指,3,151,369,0.0572,96.9522
step_09_个股_收盘价,2,140,370,0.0381,96.9903
step_16_指数_中证500,2,271,371,0.0381,97.0284
step_27_指数_深证成指,2,444,372,0.0381,97.0665
step_03_指数_上证指数,2,56,373,0.0381,97.1046
step_17_个股_收盘价,2,275,374,0.0381,97.1427
step_16_指数_沪深300,2,268,375,0.0381,97.1808
step_08_行业_开盘价,2,131,376,0.0381,97.2189
step_14_行业_开盘价,2,229,377,0.0381,97.257
step_27_指数_上证指数,2,443,378,0.0381,97.2951
step_05_指数_深证成指,2,89,379,0.0381,97.3332
step_28_个股_最高价,2,448,380,0.0381,97.3713
step_01_行业_最高价,2,24,381,0.0381,97.4094
step_10_指数_创业板指,2,171,382,0.0381,97.4475
step_11_个股_流通市值,2,180,383,0.0381,97.4856
step_11_行业_涨跌幅,2,182,384,0.0381,97.5237
step_11_指数_创业板指,2,185,385,0.0381,97.5618
step_00_指数_创业板指,2,14,386,0.0381,97.5999
step_01_个股_最高价,2,17,387,0.0381,97.638
step_10_指数_上证指数,2,168,388,0.0381,97.6761
step_10_行业_成交量,2,166,389,0.0381,97.7142
step_12_个股_流通市值,2,195,390,0.0381,97.7523
step_09_指数_中证500,2,153,391,0.0381,97.7904
step_29_指数_深证成指,2,476,392,0.0381,97.8285
step_12_指数_沪深300,2,199,393,0.0381,97.8666
step_29_行业_最低价,2,471,394,0.0381,97.9047
step_13_个股_收盘价,2,205,395,0.0381,97.9428
step_13_个股_最高价,2,206,396,0.0381,97.9809
step_13_行业_开盘价,2,212,397,0.0381,98.019
step_28_情绪_sentiment_0,2,460,398,0.0381,98.0571
step_28_行业_最低价,2,455,399,0.0381,98.0952
step_13_行业_最高价,2,214,400,0.0381,98.1333
step_16_行业_开盘价,2,262,401,0.0381,98.1714
step_15_指数_创业板指,2,250,402,0.0381,98.2095
step_24_指数_深证成指,2,391,403,0.0381,98.2476
step_19_指数_中证500,2,314,404,0.0381,98.2857
step_23_行业_成交量,2,373,405,0.0381,98.3238
step_19_情绪_sentiment_0,2,315,406,0.0381,98.3619
step_07_个股_开盘价,2,110,407,0.0381,98.4
step_04_指数_上证指数,2,72,408,0.0381,98.4381
step_19_个股_开盘价,2,303,409,0.0381,98.4762
step_04_指数_创业板指,2,75,410,0.0381,98.5143
step_06_指数_上证指数,2,104,411,0.0381,98.5524
step_18_指数_深证成指,2,300,412,0.0381,98.5905
step_20_个股_流通市值,2,322,413,0.0381,98.6286
step_20_行业_开盘价,2,323,414,0.0381,98.6667
step_20_指数_上证指数,2,328,415,0.0381,98.7048
step_22_行业_开盘价,2,354,416,0.0381,98.7429
step_22_情绪_sentiment_0,2,363,417,0.0381,98.781
step_19_指数_上证指数,2,312,418,0.0381,98.8191
step_06_个股_最高价,2,94,419,0.0381,98.8572
step_24_指数_中证500,2,393,420,0.0381,98.8953
step_06_个股_开盘价,2,92,421,0.0381,98.9334
step_07_指数_沪深300,2,121,422,0.0381,98.9715
step_20_指数_深证成指,2,330,423,0.0381,99.0096
step_17_指数_沪深300,2,285,424,0.0381,99.0477
step_09_指数_创业板指,1,152,425,0.0191,99.0668
step_14_个股_最高价,1,222,426,0.0191,99.0859
step_13_指数_上证指数,1,217,427,0.0191,99.105
step_21_行业_最高价,1,341,428,0.0191,99.1241
step_23_行业_开盘价,1,372,429,0.0191,99.1432
step_13_行业_收盘价,1,213,430,0.0191,99.1623
step_28_指数_创业板指,1,459,431,0.0191,99.1814
step_06_个股_收盘价,1,93,432,0.0191,99.2005
step_05_指数_上证指数,1,87,433,0.0191,99.2196
step_12_个股_最高价,1,189,434,0.0191,99.2387
step_12_个股_收盘价,1,188,435,0.0191,99.2578
step_00_指数_深证成指,1,13,436,0.0191,99.2769
MA20_收盘价,1,488,437,0.0191,99.296
step_01_指数_深证成指,1,29,438,0.0191,99.3151
step_10_行业_开盘价,1,164,439,0.0191,99.3342
step_29_行业_收盘价,1,470,440,0.0191,99.3533
step_01_行业_成交量,1,25,441,0.0191,99.3724
step_23_指数_中证500,1,377,442,0.0191,99.3915
step_22_指数_创业板指,1,361,443,0.0191,99.4106
step_22_指数_深证成指,1,360,444,0.0191,99.4297
step_22_指数_沪深300,1,359,445,0.0191,99.4488
step_20_行业_涨跌幅,1,327,446,0.0191,99.4679
step_20_指数_创业板指,1,331,447,0.0191,99.487
step_17_行业_收盘价,1,282,448,0.0191,99.5061
step_27_情绪_sentiment_0,1,446,449,0.0191,99.5252
step_27_个股_开盘价,1,429,450,0.0191,99.5443
step_25_行业_最低价,1,404,451,0.0191,99.5634
step_03_指数_创业板指,1,58,452,0.0191,99.5825
step_17_指数_中证500,1,286,453,0.0191,99.6016
step_25_指数_创业板指,1,409,454,0.0191,99.6207
step_25_指数_中证500,1,410,455,0.0191,99.6398
step_08_行业_最低价,1,132,456,0.0191,99.6589
step_17_个股_开盘价,1,274,457,0.0191,99.678
step_18_行业_开盘价,1,294,458,0.0191,99.6971
step_18_指数_上证指数,1,298,459,0.0191,99.7162
step_21_指数_创业板指,1,345,460,0.0191,99.7353
step_26_指数_沪深300,1,424,461,0.0191,99.7544
step_18_指数_沪深300,1,299,462,0.0191,99.7735
step_15_指数_上证指数,1,248,463,0.0191,99.7926
step_24_行业_最高价,1,387,464,0.0191,99.8117
step_19_指数_沪深300,1,313,465,0.0191,99.8308
step_15_行业_最低价,1,245,466,0.0191,99.8499
step_06_指数_深证成指,1,106,467,0.0191,99.869
step_24_个股_开盘价,1,380,468,0.0191,99.8881
step_09_指数_沪深300,1,150,469,0.0191,99.9072
step_27_行业_收盘价,1,438,470,0.0191,99.9263
step_06_指数_创业板指,1,107,471,0.0191,99.9454
step_14_指数_沪深300,1,233,472,0.0191,99.9645
step_27_行业_最低价,1,440,473,0.0191,99.9836
step_04_行业_最低价,1,69,474,0.0191,100.0027
step_25_行业_开盘价,0,402,475,0.0,100.0027
step_18_行业_收盘价,0,295,476,0.0,100.0027
step_00_行业_最高价,0,9,477,0.0,100.0027
step_13_指数_创业板指,0,219,478,0.0,100.0027
Momentum5D_收盘价,0,491,479,0.0,100.0027
step_00_行业_收盘价,0,8,480,0.0,100.0027
step_21_行业_开盘价,0,340,481,0.0,100.0027
step_07_行业_收盘价,0,117,482,0.0,100.0027
step_25_行业_收盘价,0,403,483,0.0,100.0027
step_02_行业_开盘价,0,39,484,0.0,100.0027
step_22_行业_收盘价,0,355,485,0.0,100.0027
step_27_行业_最高价,0,439,486,0.0,100.0027
step_06_行业_开盘价,0,101,487,0.0,100.0027
step_16_行业_最高价,0,264,488,0.0,100.0027
step_26_行业_开盘价,0,420,489,0.0,100.0027
step_16_行业_收盘价,0,263,490,0.0,100.0027
step_16_个股_流通市值,0,261,491,0.0,100.0027
step_29_指数_创业板指,0,477,492,0.0,100.0027
step_20_行业_最高价,0,325,493,0.0,100.0027
step_27_指数_创业板指,0,445,494,0.0,100.0027
step_26_指数_深证成指,0,425,495,0.0,100.0027
step_12_指数_中证500,0,201,496,0.0,100.0027
step_20_行业_收盘价,0,324,497,0.0,100.0027
step_18_指数_中证500,0,301,498,0.0,100.0027
step_01_指数_上证指数,0,27,499,0.0,100.0027
step_13_个股_开盘价,0,204,500,0.0,100.0027
step_12_指数_创业板指,0,200,501,0.0,100.0027
